ETagGantryID,LinkID,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,RoadSection/Start,RoadSection/End,LocationMile
01F0099N,0000100100900F,4,121.659424,25.076044,000010,國道1號,0,N,汐止&amp;汐止系統,五堵,9K+900
01F3590S,0000100035900E,4,120.32818,22.703363,000010,國道1號,0,S,楠梓(鳳楠路),鼎金系統,359K+000
03F3916N,0000300139200T,4,120.49684,22.749792,000030,國道3號,0,N,屏東,九如,391K+600
01F3590N,0000100135900E,4,120.32818,22.703363,000010,國道1號,0,N,鼎金系統,楠梓(鳳楠路),359K+000
03F2261S,0000300022600M,4,120.67704,23.9376,000030,國道3號,0,S,中興,南投,226K+100
01F0293N,0000100102900F,4,121.47296,25.074797,000010,國道1號,0,N,五股,三重,29K+300
03F2152S,0000300021510N,4,120.66322,24.019993,000030,國道3號,0,S,霧峰系統,草屯,215K+200
01F0099S,0000101006000F,4,121.65948,25.076263,000010,國道1號,0,S,五堵,汐止&amp;汐止系統,9K+900
03F3916S,0000300039200T,4,120.49684,22.749792,000030,國道3號,0,S,九如,屏東,391K+600
01F2674S,0000100026700Q,4,120.3777,23.469402,000010,國道1號,0,S,嘉義,水上,267K+400
03F3984N,0000300139800T,4,120.54113,22.704641,000030,國道3號,0,N,長治,屏東,398K+400
01F0213N,0000100102100A,4,121.55036,25.073053,000010,國道1號,0,N,圓山,內湖,21K+300
01F0467N,0000100104600H,4,121.317764,25.047075,000010,國道1號,0,N,桃園(49A),林口(文化北路),46K+700
01F2674N,0000100126700Q,4,120.3777,23.469402,000010,國道1號,0,N,水上,嘉義,267K+400
01F1465N,0000100114600K,4,120.775734,24.420513,000010,國道1號,0,N,三義,銅鑼,146K+500
03F0746S,0000300007460J,4,121.20034,24.816364,000030,國道3號,0,S,高原,關西服務區,74K+600
05F0287S,0000500002820G,4,121.789185,24.842714,000050,國道5號,0,S,坪林交控中心專用道,頭城,28K+700
03F1051N,0000300110500O,4,120.94568,24.753094,000030,國道3號,0,N,香山,茄苳,105K+100
01F0956N,0000100109550O,4,121.00372,24.783943,000010,國道1號,0,N,新竹(科學園區),新竹(新竹、竹東),95K+600
01H0610S,00001B0006020H,4,121.20987,24.96525,00001B,國道1號五股楊梅高架道路,0,S,中壢,校前路,61K+000
03F0746N,0000300107460J,4,121.20034,24.816364,000030,國道3號,0,N,關西服務區,高原,74K+600
03F1051S,0000300010500O,4,120.94568,24.753094,000030,國道3號,0,S,茄苳,香山,105K+100
03F2923N,0000300129220Q,4,120.49458,23.492079,000030,國道3號,0,N,中埔,竹崎(縣道159線),292K+300
03F0136S,0000300001360F,4,121.63128,25.052742,000030,國道3號,0,S,新台五路,南港,13K+600
03F1739N,0000300117400B,4,120.590805,24.269464,000030,國道3號,0,N,沙鹿,清水服務區,173K+900
01F1465S,0000100014600K,4,120.775734,24.420513,000010,國道1號,0,S,銅鑼,三義,146K+500
03F2078N,0000300120800B,4,120.651436,24.067959,000030,國道3號,0,N,中投,烏日,207K+800
03F2923S,0000300029210Q,4,120.49458,23.492079,000030,國道3號,0,S,竹崎(縣道159線),中埔,292K+300
03F2066N,0000300120600B,4,120.63971,24.070333,000030,國道3號,0,N,烏日,快官,206K+600
03F4232S,0000300042300T,4,120.52577,22.501368,000030,國道3號,0,S,崁頂,南州,423K+200
01F3286N,0000100132900D,4,120.249825,22.960903,000010,國道1號,0,N,仁德系統,仁德,328K+600
01F0248S,0000100002490A,4,121.5166,25.077631,000010,國道1號,0,S,圓山,臺北,24K+800
03F2260N,0000300122600M,4,120.67685,23.937927,000030,國道3號,0,N,南投,中興,226K+000
01F3286S,0000100032900D,4,120.249825,22.960903,000010,國道1號,0,S,仁德,仁德系統,328K+600
03F2066S,0000300020600B,4,120.63971,24.070333,000030,國道3號,0,S,快官,烏日,206K+600
03F4232N,0000300142300T,4,120.52577,22.501368,000030,國道3號,0,N,南州,崁頂,423K+200
03F1128N,0000300111200K,4,120.88964,24.711384,000030,國道3號,0,N,西濱,香山,112K+800
03F1128S,0000300011200K,4,120.88964,24.711384,000030,國道3號,0,S,香山,西濱,112K+800
01F2089S,0000100020900N,4,120.50612,23.971794,000010,國道1號,0,S,埔鹽系統,員林,208K+900
05F0287N,0000500102820G,4,121.789185,24.842714,000050,國道5號,0,N,頭城,坪林交控中心專用道,28K+700
01F2089N,0000100120900N,4,120.50612,23.971794,000010,國道1號,0,N,員林,埔鹽系統,208K+900
03F1944S,0000300019400N,4,120.53669,24.11901,000030,國道3號,0,S,和美,彰化系統,194K+400
05F0494S,0000500004900G,4,121.79991,24.66258,000050,國道5號,0,S,羅東,蘇澳,49K+400
01F0979N,0000100109740J,4,120.99989,24.764414,000010,國道1號,0,N,新竹系統,新竹(科學園區),97K+900
03F0961S,0000300009600J,4,121.030426,24.758442,000030,國道3號,0,S,竹林,寶山,96K+100
03F0525N,0000300105200F,4,121.3419,24.936026,000030,國道3號,0,N,鶯歌系統,三鶯,52K+500
03F2336N,0000300123300M,4,120.70918,23.88203,000030,國道3號,0,N,名間,南投服務區,233K+600
01F1292N,0000100112900K,4,120.83893,24.550442,000010,國道1號,0,N,苗栗,頭屋,129K+200
01F2827N,0000100128300D,4,120.32219,23.34747,000010,國道1號,0,N,新營服務區,嘉義系統,282K+700
01F3398N,0000100134000E,4,120.28499,22.867418,000010,國道1號,0,N,高科,路竹,339K+800
01F0061S,0000100000600C,4,121.69364,25.088272,000010,國道1號,0,S,大華系統,五堵,6K+100
01F0182S,0000100001800A,4,121.58023,25.068987,000010,國道1號,0,S,內湖,圓山,18K+200
01F3398S,0000100034000E,4,120.28499,22.867418,000010,國道1號,0,S,路竹,高科,339K+800
03F2336S,0000300023300M,4,120.70918,23.88203,000030,國道3號,0,S,南投服務區,名間,233K+600
03F0525S,0000300005200F,4,121.3419,24.936026,000030,國道3號,0,S,三鶯,鶯歌系統,52K+500
03F0961N,0000300109600J,4,121.030426,24.758442,000030,國道3號,0,N,寶山,竹林,96K+100
01F0029S,0000100000260C,4,121.71786,25.102837,000010,國道1號,0,S,八堵,大華系統,2K+900
03F1941N,0000300119400N,4,120.534546,24.120947,000030,國道3號,0,N,彰化系統,和美,194K+100
01F0005N,0000100100050C,4,121.731636,25.11831,000010,國道1號,0,N,基隆,基隆端,0K+500
01F1292S,0000100012900K,4,120.83893,24.550442,000010,國道1號,0,S,頭屋,苗栗,129K+200
01F0017N,0000100100160C,4,121.72591,25.109568,000010,國道1號,0,N,八堵,基隆,1K+700
01F0029N,0000100100270C,4,121.71786,25.102837,000010,國道1號,0,N,大華系統,八堵,2K+900
01F0061N,0000100100600C,4,121.69364,25.088272,000010,國道1號,0,N,五堵,大華系統,6K+100
05F0438N,0000500104400G,4,121.789474,24.711027,000050,國道5號,0,N,羅東,宜蘭(壯圍),43K+800
01F0005S,0000100000040C,4,121.731766,25.118786,000010,國道1號,0,S,基隆端,基隆,0K+500
01F0017S,0000100000130C,4,121.72591,25.109568,000010,國道1號,0,S,基隆,八堵,1K+700
03F3981S,0000300039800T,4,120.53934,22.7058,000030,國道3號,0,S,屏東,長治,398K+100
01F2394S,0000100023900P,4,120.474915,23.702602,000010,國道1號,0,S,虎尾,斗南,239K+400
01F3559N,0000100135600E,4,120.33429,22.730904,000010,國道1號,0,N,楠梓(鳳楠路),楠梓(旗楠路),355K+900
01H0305S,00001A0003000F,4,121.46066,25.075554,00001A,國道1號汐止五股高架道路,0,S,環北,五股(高架),30K+500
03F0158S,0000300001550A,4,121.62138,25.036533,000030,國道3號,0,S,南港,南港系統,15K+800
03F2129S,0000300021300B,4,120.67593,24.037418,000030,國道3號,0,S,霧峰,霧峰系統,212K+900
01F3252N,0000100132500D,4,120.24818,22.991814,000010,國道1號,0,N,仁德,大灣,325K+200
01F3252S,0000100032500D,4,120.24818,22.991814,000010,國道1號,0,S,大灣,仁德,325K+200
01F2827S,0000100028300D,4,120.32219,23.34747,000010,國道1號,0,S,嘉義系統,新營服務區,282K+700
01F2394N,0000100123900P,4,120.474915,23.702602,000010,國道1號,0,N,斗南,虎尾,239K+400
03F1332N,0000300113300K,4,120.76442,24.579641,000030,國道3號,0,N,西湖服務區,後龍,133K+200
05F0439S,0000500004400G,4,121.78946,24.710684,000050,國道5號,0,S,宜蘭(壯圍),羅東,43K+900
03F1332S,0000300013300K,4,120.76442,24.579641,000030,國道3號,0,S,後龍,西湖服務區,133K+200

